"","genre","avgFollowers"
"4951"," classic bhangra",NA
"4953"," pei indie",NA
"4954"," musica catarinense",NA
"4961"," folklore cuyano",NA
"4967"," russian metalcore",NA
"4969"," appalachian folk",NA
"4970"," protest folk",NA
"4971"," traditional folk",NA
"4973"," tanzanian hip hop",NA
"4975"," hungarian metal",NA
"4976"," cathedral choir",NA
"4977"," classical guitar",NA
"4980"," jawaiian",NA
"4981"," british choir",NA
"4982"," cambridge choir",NA
"4984"," puirt-a-beul",NA
"4985"," vocal ensemble",NA
"4986"," kazakh indie",NA
"4987"," jazz orchestra",NA
"4988"," modern big band",NA
"4990"," latin tech house",NA
"4993"," nordic ambient",NA
"4994"," sound art",NA
"5004"," classical era",NA
"5009"," classical oboe",NA
"5011"," vogue",NA
"5013"," brazilian indie",NA
"5014"," brazilian punk",NA
"5015"," rock pernambucano",NA
"5019"," anime rap",NA
"5027"," japanese beats",NA
"5029"," glitch pop",NA
"5030"," indie electronica",NA
"5037"," classical mezzo-soprano",NA
"5039"," classic colombian pop",NA
"5041"," jazz organ",NA
"5044"," ambient idm",NA
"5045"," rominimal",NA
"5046"," nordic shoegaze",NA
"5053"," folklore venezolano",NA
"5056"," modern jazz piano",NA
"5059"," progressive trance house",NA
"5061"," rap underground colombiano",NA
"5064"," melanesian pop",NA
"5065"," solomon islands pop",NA
"5071"," classical flute",NA
"5075"," swamp blues",NA
"5076"," swamp pop",NA
"5078"," gujarati garba",NA
"5081"," south african gospel",NA
"5082"," kenyan alternative",NA
"5086"," super eurobeat",NA
"5093"," arkansas country",NA
"5094"," swedish house",NA
"5098"," power electronics",NA
"5102"," nz jazz",NA
"5105"," cumbia ecuatoriana",NA
"5111"," frankfurt electronic",NA
"5113"," dark techno",NA
"5116"," puglia indie",NA
"5119"," modern string quartet",NA
"5122"," oaxaca indie",NA
"5127"," brazilian tech house",NA
"5131"," psicodelia chilena",NA
"5136"," experimental classical",NA
"5137"," prepared piano",NA
"5140"," drill and bass",NA
"5141"," salsa cubana",NA
"5142"," sacred steel",NA
"5143"," steel guitar",NA
"5147"," malawian pop",NA
"5149"," italian baritone",NA
"5150"," experimental club",NA
"5151"," minimal dubstep",NA
"5155"," mallet",NA
"5164"," venezuelan indie",NA
"5168"," syrian hip hop",NA
"5169"," rennes indie",NA
"5170"," british contemporary classical",NA
"5173"," broken beat",NA
"5175"," samba-jazz",NA
"5179"," christmas instrumental",NA
"5180"," classic soundtrack",NA
"5182"," choro contemporaneo",NA
"5187"," old-time",NA
"5194"," greek indie",NA
"5196"," technical melodic death metal",NA
"5200"," swedish experimental",NA
"5207"," german choir",NA
"5208"," kodomo no ongaku",NA
"5211"," coral gospel",NA
"5212"," groove gospel",NA
"5216"," experimental ambient",NA
"5217"," nu age",NA
"5220"," post-disco soul",NA
"5222"," english renaissance",NA
"5226"," italian violin",NA
"5229"," detroit hip hop",NA
"5234"," gospel soul",NA
"5240"," classical trumpet",NA
"5244"," streektaal",NA
"5246"," classical piano duo",NA
"5247","""nz childrens music""",NA
"5248"," waiata mo tamariki",NA
"5249"," jazz worship",NA
"5252"," dutch drill",NA
"5253"," japanese vocal jazz",NA
"5255"," ""quartetto darchi""",NA
"5259"," russian orchestra",NA
"5260"," malian blues",NA
"5261"," wassoulou",NA
"5263"," finnish contemporary classical",NA
"5268"," russian modern classical",NA
"5269"," italian classical piano",NA
"5271"," german indie folk",NA
"5276"," violao",NA
"5279"," smooth soul",NA
"5280"," estonian hip hop",NA
"5282"," operetta",NA
"5285"," tijuana electronic",NA
"5286"," latino comedy",NA
"5288"," british classical piano",NA
"5289"," greek contemporary classical",NA
"5290"," neo kyma",NA
"5293"," indie boliviano",NA
"5294"," experimental synth",NA
"5296"," musica para ninos",NA
"5310"," ostrock",NA
"5311"," ostschlager",NA
"5316"," water",NA
"5320"," west coast reggae",NA
"5324"," new jersey underground rap",NA
"5326"," electro-industrial",NA
"5327"," japanese hyperpop",NA
"5337"," punk rock italiano",NA
"5338"," dub reggae",NA
"5347","""black n roll""",NA
"5348"," black thrash",NA
"5349"," norwegian metal",NA
"5350"," small room",NA
"5351"," salsa cristiana",NA
"5356"," san antonio indie",NA
"5359"," raw techno",NA
"5360"," chicago house",NA
"5361"," minimal wave",NA
"5365"," new weird america",NA
"5367"," dutch tech house",NA
"5372"," korean classical piano",NA
"5375"," swiss house",NA
"5377"," romanian folk",NA
"5379"," modern performance",NA
"5382"," medieval folk",NA
"5383"," persian alternative",NA
"5386"," japanese underground rap",NA
"5389"," japanese new wave",NA
"5391"," ngoni",NA
"5392"," kabarett",NA
"5394"," early romantic era",NA
"5395"," monterrey indie",NA
"5397"," epicore",NA
"5399"," russian witch house",NA
"5400"," manchester indie",NA
"5402"," uk dub",NA
"5405"," swiss folk",NA
"5409"," indian violin",NA
"5410"," high-tech minimal",NA
"5411"," reggae cristao",NA
"5413"," rap mocambicana",NA
"5417"," rap cristao",NA
"5420"," shamisen",NA
"5423"," dark cabaret",NA
"5424"," steampunk",NA
"5425"," world chill",NA
"5432"," rap capixaba",NA
"5433"," german dark minimal techno",NA
"5436"," oc indie",NA
"5437"," deep disco house",NA
"5440"," straight-ahead jazz",NA
"5443"," swedish psychedelic rock",NA
"5445"," welsh indie",NA
"5449"," cape verdean folk",NA
"5450"," morna",NA
"5451"," musica cabo-verdiana",NA
"5452"," twoubadou",NA
"5456"," french tech house",NA
"5460"," korean classical performance",NA
"5462"," hindustani vocal",NA
"5463"," khayal",NA
"5464"," marathi traditional",NA
"5466"," murga",NA
"5470"," viola",NA
"5471"," swing italiano",NA
"5473"," german ccm",NA
"5475"," german thrash metal",NA
"5476"," neo-trad metal",NA
"5482"," munich electronic",NA
"5485"," orthodox chant",NA
"5486"," polyphonies corses",NA
"5488"," crossover thrash",NA
"5490"," classical tenor",NA
"5491"," rebel blues",NA
"5494"," ambient techno",NA
"5495"," kawaii future bass",NA
"5496"," electronica cristiana",NA
"5498"," finnish electro",NA
"5502"," gregorian chant",NA
"5503"," fingerstyle",NA
"5507"," uk worship",NA
"5508"," italian bass",NA
"5509"," classical countertenor",NA
"5513"," boston hip hop",NA
"5525"," turkish deep house",NA
"5528"," cyberpunk",NA
"5529"," spanish electronic",NA
"5532"," czech country",NA
"5536"," musica etnica",NA
"5537"," modern swing",NA
"5538"," hammond organ",NA
"5539"," funk bh",NA
"5540"," japanese house",NA
"5545"," swedish metalcore",NA
"5552"," vlaamse cabaret",NA
"5554"," baton rouge rap",NA
"5555"," country gospel",NA
"5556"," riot grrrl",NA
"5559"," khmer hip hop",NA
"5560"," indie siciliano",NA
"5562"," indonesian ska",NA
"5565"," atlanta punk",NA
"5566"," garage pop",NA
"5568"," winnipeg hip hop",NA
"5570"," pink noise",NA
"5572"," banda jalisciense",NA
"5574"," nuevo tango",NA
"5577"," swedish contemporary classical",NA
"5584"," mathcore",NA
"5585"," powerviolence",NA
"5590"," swiss jazz",NA
"5593"," deep idm",NA
"5595"," detroit techno",NA
"5598"," swedish prog",NA
"5599"," deep liquid",NA
"5600"," italian experimental",NA
"5604"," nopixel",NA
"5605"," electro jazz",NA
"5609"," italian techno",NA
"5611"," rock campineiro",NA
"5614"," nasheed",NA
"5620"," art punk",NA
"5622"," canadian house",NA
"5624"," musica popular paraense",NA
"5628"," copla",NA
"5630"," muzica maramureseana",NA
"5632"," tango cancion",NA
"5634"," dub poetry",NA
"5637"," korean hyperpop",NA
"5645"," instrumental math rock",NA
"5647"," sacramento indie",NA
"5653"," uilleann pipes",NA
"5657"," colombian indie",NA
"5660"," lagu aceh",NA
"5661"," lagu melayu",NA
"5662"," nordic soundtrack",NA
"5669"," rap catarinense",NA
"5672"," hurdy-gurdy",NA
"5673"," medieval rock",NA
"5674"," classical accordion",NA
"5675"," violao classico",NA
"5677"," instrumental funk",NA
"5679"," spanish folk",NA
"5681"," indie game soundtrack",NA
"5683"," greek downtempo",NA
"5686"," asian american hip hop",NA
"5688"," native american",NA
"5690"," deep east coast hip hop",NA
"5696"," danish techno",NA
"5698"," lds",NA
"5699"," instrumental bluegrass",NA
"5700"," healing",NA
"5705"," drill brasileiro",NA
"5706"," finnish post-punk",NA
"5708"," new wave of glam metal",NA
"5709"," folk siciliana",NA
"5711"," throat singing",NA
"5713"," deep ccm",NA
"5714"," deep soul house",NA
"5718"," chill pop",NA
"5719"," boeremusiek",NA
"5723"," american 21st century classical",NA
"5727"," rochester ny indie",NA
"5729"," zambian pop",NA
"5730"," hard glam",NA
"5731"," classic bulgarian pop",NA
"5732"," japanese guitar",NA
"5733"," uruguayan indie",NA
"5734"," nova canco",NA
"5735"," spanish techno",NA
"5737"," thai folk",NA
"5738"," jersey club",NA
"5739"," vapor house",NA
"5741"," musica lombarda",NA
"5744"," neo-progressive",NA
"5746"," peruvian hip hop",NA
"5747"," german hyperpop",NA
"5751"," indonesian deathcore",NA
"5752"," indonesian hardcore",NA
"5753"," indonesian metal",NA
"5758"," traditional bluegrass",NA
"5760"," canzone genovese",NA
"5761"," german soundtrack",NA
"5763"," igbo pop",NA
"5764"," igbo rap",NA
"5765"," lo-fi rap",NA
"5767"," sambass",NA
"5769"," scottish folk",NA
"5773"," miami indie",NA
"5780"," spacewave",NA
"5784"," raggatek",NA
"5785"," tekno",NA
"5786"," c86",NA
"5787"," grebo",NA
"5792"," polish experimental electronic",NA
"5793"," sonora indie",NA
"5798"," tape club",NA
"5800"," vintage tango",NA
"5802"," kayokyoku",NA
"5803"," techno kayo",NA
"5804"," rockabilly en espanol",NA
"5805"," spanish rockabilly",NA
"5809"," ukrainian metalcore",NA
"5811"," dutch underground hip hop",NA
"5812"," j-rap",NA
"5813"," japanese classical piano",NA
"5814"," japanese indie folk",NA
"5817"," german punk rock",NA
"5820"," symphonic power metal",NA
"5822"," ugandan pop",NA
"5828"," cameroonian hip hop",NA
"5840"," dragspel",NA
"5841"," bc underground hip hop",NA
"5846"," rap guineen",NA
"5851"," swedish post-punk",NA
"5854"," schranz",NA
"5864"," dutch indie rock",NA
"5865"," freak folk",NA
"5870"," manso indie",NA
"5873"," new italo disco",NA
"5880"," serbian hip hop",NA
"5883"," battle rap",NA
"5886"," kentucky roots",NA
"5887"," latin american classical piano",NA
"5893"," jazz brass",NA
"5896"," classic russian pop",NA
"5899"," musica valenciana",NA
"5900"," ska catala",NA
"5904"," oyun havasi",NA
"5906"," odia pop",NA
"5914"," mexican electronic",NA
"5915"," mexican experimental",NA
"5916"," japanese techno",NA
"5917"," indonesian punk",NA
"5919"," louvor",NA
"5924"," deep uplifting trance",NA
"5926"," musica infantil",NA
"5927"," musica para criancas",NA
"5929"," new jersey indie",NA
"5931"," finnish electronic",NA
"5932"," nu gaze",NA
"5937"," denpa-kei",NA
"5943"," metallic hardcore",NA
"5945"," slash punk",NA
"5946"," washboard",NA
"5947"," korean metal",NA
"5952"," oriental metal",NA
"5953"," reading indie",NA
"5955"," yoik",NA
"5956"," south african electronic",NA
"5959"," vietnamese electronic",NA
"5964"," guitarra portuguesa",NA
"5965"," lithuanian folk",NA
"5968"," oceania soundtrack",NA
"5971"," nueva ola chilena",NA
"5974"," deep dance pop",NA
"5976"," wellington indie",NA
"5979"," rosary",NA
"5980"," seiyu",NA
"5985"," namibian pop",NA
"5988"," latvian hip hop",NA
"5993"," southampton indie",NA
"5994"," japanese vtuber",NA
"5995"," mluvene slovo",NA
"5997"," soukous",NA
"6005"," leipzig indie",NA
"6010"," pretty rhythm",NA
"6013"," german post-hardcore",NA
"6017"," german indie pop",NA
"6018"," lao pop",NA
"6021"," tech trance",NA
"6022"," popullore jugu",NA
"6026"," mongolian pop",NA
"6027"," rap regio",NA
"6029"," ruta destroy",NA
"6030"," israeli jazz",NA
"6031"," folclore salteno",NA
"6032"," british modern classical",NA
"6033"," victorian britain",NA
"6036"," hauntology",NA
"6044"," minimalism",NA
"6047"," german dnb",NA
"6056"," spanish experimental",NA
"6057"," blues latinoamericano",NA
"6060"," somatik techno",NA
"6064"," maine hip hop",NA
"6066"," musique nigerienne",NA
"6067"," tuareg guitar",NA
"6068"," lao hip hop",NA
"6070"," russian dnb",NA
"6076"," turk sanat muzigi",NA
"6083"," hardcore punk",NA
"6085"," bolero mexicano",NA
"6087"," zilizopendwa",NA
"6088"," hindustani instrumental",NA
"6090"," canadian indigenous",NA
"6095"," background piano",NA
"6098"," panamanian indie",NA
"6099"," azeri rap",NA
"6103"," palestinian alternative",NA
"6105"," gospel rap",NA
"6108"," modern electroacoustic",NA
"6112"," canadian soundtrack",NA
"6114"," swancore",NA
"6115"," nu-metalcore",NA
"6116"," j-indie",NA
"6117"," texas blues",NA
"6125"," texas punk",NA
"6126","""quartetto darchi""",NA
"6129"," arabic instrumental",NA
"6132"," muzica usoara",NA
"6133"," arab alternative",NA
"6134"," arab folk",NA
"6135"," nordnorsk musikk",NA
"6136"," irish drill",NA
"6138"," pohadky",NA
"6139"," irish experimental electronic",NA
"6142"," vgm remix",NA
"6143"," mumbai indie",NA
"6144"," uptempo hardcore",NA
"6147"," western mass indie",NA
"6149"," alternative dance",NA
"6150"," halifax indie",NA
"6153"," psybass",NA
"6158"," detroit house",NA
"6162"," rock of gibraltar",NA
"6165"," japanese dub",NA
"6166"," anime score",NA
"6168"," finnish choir",NA
"6174"," marimba",NA
"6175"," musica occitana",NA
"6179"," russian folk",NA
"6180"," jazz dominicano",NA
"6181"," oth indie",NA
"6182"," gypsy fusion",NA
"6184"," dream trance",NA
"6185"," guitarra clasica",NA
"6188"," iranian experimental",NA
"6190"," us power metal",NA
"6191"," kannada hip hop",NA
"6192"," hokkien pop",NA
"6195"," asakaa",NA
"6197"," spanish electropop",NA
"6198"," american romanticism",NA
"6199"," nuevo folklore argentino",NA
"6200"," komedi",NA
"6202"," musica antigua",NA
"6206"," maskandi",NA
"6208"," inuit traditional",NA
"6211"," brazilian ccm",NA
"6212"," norwegian blues",NA
"6215"," popwave",NA
"6217"," cantautora argentina",NA
"6218"," tarantella",NA
"6219"," chill baile",NA
"6220"," jazz clarinet",NA
"6222"," south carolina indie",NA
"6224"," jazz harp",NA
"6225"," hmong pop",NA
"6227"," italian emo",NA
"6229"," coupe-decale",NA
"6231"," midwest emo",NA
"6234"," latinx alternative",NA
"6235"," manitoba indie",NA
"6237"," deep contemporary country",NA
"6238"," manitoba country",NA
"6240"," sydney indie",NA
"6242"," black americana",NA
"6243"," gothic americana",NA
"6244"," queer country",NA
"6247"," historic piano performance",NA
"6248"," k-indie",NA
"6250"," persian electronic",NA
"6252"," southern soul blues",NA
"6256"," pahadi pop",NA
"6258"," gypsy punk",NA
"6263"," free improvisation",NA
"6264"," tzadik",NA
"6267"," electrofox",NA
"6271"," christian punk",NA
"6272"," british orchestra",NA
"6273"," classic persian pop",NA
"6275"," early music choir",NA
"6279","deep funk",NA
"6280"," electronica venezuela",NA
"6283"," partido alto",NA
"6286"," classic progressive house",NA
"6287"," argentine ambient",NA
"6295"," synthesizer",NA
"6296"," croatian hip hop",NA
"6297"," russian experimental electronic",NA
"6301"," dc hardcore",NA
"6302"," gbvfi",NA
"6307"," croatian pop",NA
"6308"," armenian folk",NA
"6309"," duduk",NA
"6310","""mens choir""",NA
"6311"," welsh choir",NA
"6313"," piano house",NA
"6315"," outsider",NA
"6316"," hungarian classical piano",NA
"6318"," devon indie",NA
"6319"," crust punk",NA
"6320"," tucson indie",NA
"6322"," nueva trova chilena",NA
"6324"," argentine reggae",NA
"6325"," german renaissance",NA
"6326"," german orchestra",NA
"6327"," cumbia colombiana regia",NA
"6333"," lagu tarling",NA
"6335"," hard techno",NA
"6337"," forro tradicional",NA
"6338"," sanfona",NA
"6339"," rap toscana",NA
"6340"," danish modern jazz",NA
"6345"," neo-traditional country",NA
"6352"," moog",NA
"6355"," dutch blues",NA
"6357"," bleep techno",NA
"6358"," italian orchestra",NA
"6360"," punjabi folk",NA
"6365"," modern hardcore",NA
"6369"," ukrainian edm",NA
"6370"," nightcore",NA
"6385"," black punk",NA
"6386"," nyhc",NA
"6387"," sinaloa indie",NA
"6392"," english baroque",NA
"6398"," garage psych",NA
"6404"," fado antigo",NA
"6405"," fado de coimbra",NA
"6406"," swedish choir",NA
"6410"," italian trance",NA
"6411"," east coast reggae",NA
"6414"," death industrial",NA
"6416"," drone metal",NA
"6417"," dub metal",NA
"6418"," new england metal",NA
"6419"," post-doom metal",NA
"6421"," sludge metal",NA
"6424"," slovenian rock",NA
"6425"," krautrock",NA
"6426"," spytrack",NA
"6430"," congolese gospel",NA
"6431"," erotic product",NA
"6432"," trival",NA
"6435"," sesame street",NA
"6436"," drill beats",NA
"6444"," forro gospel",NA
"6448"," nagpuri pop",NA
"6450"," christchurch indie",NA
"6455"," ambient worship",NA
"6456"," rap paranaense",NA
"6458"," swiss techno",NA
"6459"," ragtime",NA
"6461"," bristol electronic",NA
"6462"," baiao",NA
"6463"," forro instrumental",NA
"6465"," viola da gamba",NA
"6468"," chinese hip hop",NA
"6470"," neo grime",NA
"6472"," bolero cubano",NA
"6474"," raboday",NA
"6475"," dusseldorf indie",NA
"6476"," german electronica",NA
"6477"," jazz flute",NA
"6478"," oc rap",NA
"6479"," manila sound",NA
"6483"," norwegian folk",NA
"6489"," musica mocambicana",NA
"6490"," bboy",NA
"6491"," brass band",NA
"6497"," viola caipira",NA
"6499"," danish jazz",NA
"6500","""punk n roll""",NA
"6501"," latin ska",NA
"6502"," berlin minimal techno",NA
"6504"," ramonescore",NA
"6509"," indie rock colombiano",NA
"6510"," dutch experimental electronic",NA
"6518"," traditional british folk",NA
"6526"," modular techno",NA
"6527"," jain bhajan",NA
"6534"," indie pop rock",NA
"6537"," musica guineense",NA
"6539"," rap moldovenesc",NA
"6540"," sambalpuri pop",NA
"6544"," brega paraense",NA
"6551"," texas latin rap",NA
"6553"," italian mezzo-soprano",NA
"6554"," drone folk",NA
"6555"," experimental psych",NA
"6557"," p funk",NA
"6558"," rap kreyol",NA
"6566"," malagasy pop",NA
"6568"," talentos brasileiros",NA
"6570"," classical mandolin",NA
"6571"," hengelliset laulut",NA
"6572"," rio grande do sul indie",NA
"6573"," j-ambient",NA
"6574"," japanese soundtrack",NA
"6577"," modern ska punk",NA
"6580"," spanish indie folk",NA
"6585"," vintage swing",NA
"6587"," classic italian folk pop",NA
"6592"," classic hardstyle",NA
"6597"," san diego indie",NA
"6598"," lo-fi product",NA
"6602","p funk",NA
"6604"," kannada pop",NA
"6607"," miami bass",NA
"6610"," persian neo-traditional",NA
"6611"," persian traditional",NA
